"kommunenummer_2019";"kommunenavn_2019";"kommunenummer_2020";"kommunenavn_2020";"endringsmerknad_19_20"
"1924";"Målselv";"5418";"Målselv";"kun endret nummer fra 2019 til 2020"
"1925";"Sørreisa";"5419";"Sørreisa";"kun endret nummer fra 2019 til 2020"
"1926";"Dyrøy";"5420";"Dyrøy";"kun endret nummer fra 2019 til 2020"
"1927";"Tranøy";"5421";"Senja";"slått sammen fra 2019 til 2020"
"1928";"Torsken";"5421";"Senja";"slått sammen fra 2019 til 2020"
"1929";"Berg";"5421";"Senja";"slått sammen fra 2019 til 2020"
"1931";"Lenvik";"5421";"Senja";"slått sammen fra 2019 til 2020"
"1933";"Balsfjord";"5422";"Balsfjord";"kun endret nummer fra 2019 til 2020"
"1936";"Karlsøy";"5423";"Karlsøy";"kun endret nummer fra 2019 til 2020"
"1938";"Lyngen";"5424";"Lyngen";"kun endret nummer fra 2019 til 2020"
"1939";"Storfjord - Omasvuotna - Omasvuono";"5425";"Storfjord - Omasvuotna - Omasvuono";"kun endret nummer fra 2019 til 2020"
"1940";"Gáivuotna - Kåfjord - Kaivuono";"5426";"Gáivuotna - Kåfjord - Kaivuono";"kun endret nummer fra 2019 til 2020"
"1941";"Skjervøy";"5427";"Skjervøy";"kun endret nummer fra 2019 til 2020"
"1942";"Nordreisa - Ráisa - Raisi";"5428";"Nordreisa - Ráisa - Raisi";"kun endret nummer fra 2019 til 2020"
"1943";"Kvænangen";"5429";"Kvænangen";"kun endret nummer fra 2019 til 2020"
"2002";"Vardø";"5404";"Vardø";"kun endret nummer fra 2019 til 2020"
"2003";"Vadsø";"5405";"Vadsø";"kun endret nummer fra 2019 til 2020"
"2004";"Hammerfest - Hámmerfeasta";"5406";"Hammerfest - Hámmerfeasta";"slått sammen fra 2019 til 2020"
"2011";"Guovdageaidnu - Kautokeino";"5430";"Guovdageaidnu - Kautokeino";"kun endret nummer fra 2019 til 2020"
"2012";"Alta";"5403";"Alta";"kun endret nummer fra 2019 til 2020"
"2014";"Loppa";"5432";"Loppa";"kun endret nummer fra 2019 til 2020"
"2015";"Hasvik";"5433";"Hasvik";"kun endret nummer fra 2019 til 2020"
"2017";"Kvalsund";"5406";"Hammerfest - Hámmerfeasta";"slått sammen fra 2019 til 2020"
"2018";"Måsøy";"5434";"Måsøy";"kun endret nummer fra 2019 til 2020"
"2019";"Nordkapp";"5435";"Nordkapp";"kun endret nummer fra 2019 til 2020"
"2020";"Porsanger - Porsángu - Porsanki";"5436";"Porsanger - Porsá?gu - Porsanki";"kun endret nummer fra 2019 til 2020"
"2021";"Kárá?johka - Karasjok";"5437";"Kárá?johka - Karasjok";"kun endret nummer fra 2019 til 2020"
"2022";"Lebesby";"5438";"Lebesby";"kun endret nummer fra 2019 til 2020"
"2023";"Gamvik";"5439";"Gamvik";"kun endret nummer fra 2019 til 2020"
"2024";"Berlevåg";"5440";"Berlevåg";"kun endret nummer fra 2019 til 2020"
"2025";"Deatnu - Tana";"5441";"Deatnu - Tana";"kun endret nummer fra 2019 til 2020"
"2027";"Unjárga - Nesseby";"5442";"Unjárga - Nesseby";"kun endret nummer fra 2019 til 2020"
"2028";"Båtsfjord";"5443";"Båtsfjord";"kun endret nummer fra 2019 til 2020"
"2030";"Sør-Varanger";"5444";"Sør-Varanger";"kun endret nummer fra 2019 til 2020"
"5001";"Trondheim";"5001";"Trondheim";"slått sammen fra 2019 til 2020"
"5004";"Steinkjer";"5006";"Steinkjer";"slått sammen fra 2019 til 2020"
"5005";"Namsos - Nåavmesjenjaelmie";"5007";"Namsos - Nåavmesjenjaelmie";"slått sammen fra 2019 til 2020"
"5011";"Hemne";"5055";"Heim";"slått sammen fra 2019 til 2020"
"5012";"Snillfjord";"5055";"Heim";"slått sammen fra 2019 til 2020 - splittet fra 2019 til 2020"
"5012";"Snillfjord";"5056";"Hitra";"slått sammen fra 2019 til 2020 - splittet fra 2019 til 2020"
"5012";"Snillfjord";"5059";"Orkland";"slått sammen fra 2019 til 2020 - splittet fra 2019 til 2020"
"5013";"Hitra";"5056";"Hitra";"slått sammen fra 2019 til 2020"
"5014";"Frøya";"5014";"Frøya";"uendret fra 2019 til 2020"
"5015";"Ørland";"5057";"Ørland";"slått sammen fra 2019 til 2020"
"5016";"Agdenes";"5059";"Orkland";"slått sammen fra 2019 til 2020"
"5017";"Bjugn";"5057";"Ørland";"slått sammen fra 2019 til 2020"
"5018";"Åfjord";"5058";"Åfjord";"slått sammen fra 2019 til 2020"
"5019";"Roan";"5058";"Åfjord";"slått sammen fra 2019 til 2020"
"5020";"Osen";"5020";"Osen";"uendret fra 2019 til 2020"
"5021";"Oppdal";"5021";"Oppdal";"uendret fra 2019 til 2020"
"5022";"Rennebu";"5022";"Rennebu";"uendret fra 2019 til 2020"
"5023";"Meldal";"5059";"Orkland";"slått sammen fra 2019 til 2020"
"5024";"Orkdal";"5059";"Orkland";"slått sammen fra 2019 til 2020"
"5025";"Røros";"5025";"Røros";"uendret fra 2019 til 2020"
"5026";"Holtålen";"5026";"Holtålen";"uendret fra 2019 til 2020"
"5027";"Midtre Gauldal";"5027";"Midtre Gauldal";"uendret fra 2019 til 2020"
"5028";"Melhus";"5028";"Melhus";"uendret fra 2019 til 2020"
"5029";"Skaun";"5029";"Skaun";"uendret fra 2019 til 2020"
"5030";"Klæbu";"5001";"Trondheim";"slått sammen fra 2019 til 2020"
"5031";"Malvik";"5031";"Malvik";"uendret fra 2019 til 2020"
"5032";"Selbu";"5032";"Selbu";"uendret fra 2019 til 2020"
"5033";"Tydal";"5033";"Tydal";"uendret fra 2019 til 2020"
"5034";"Meråker";"5034";"Meråker";"uendret fra 2019 til 2020"
"5035";"Stjørdal";"5035";"Stjørdal";"uendret fra 2019 til 2020"
"5036";"Frosta";"5036";"Frosta";"uendret fra 2019 til 2020"
"5037";"Levanger";"5037";"Levanger";"uendret fra 2019 til 2020"
"5038";"Verdal";"5038";"Verdal";"uendret fra 2019 til 2020"
"5039";"Verran";"5006";"Steinkjer";"slått sammen fra 2019 til 2020"
"5040";"Namdalseid";"5007";"Namsos - Nåavmesjenjaelmie";"slått sammen fra 2019 til 2020"
"5041";"Snåase - Snåsa";"5041";"Snåase - Snåsa";"uendret fra 2019 til 2020"
"5042";"Lierne";"5042";"Lierne";"uendret fra 2019 til 2020"
"5043";"Raarvihke - Røyrvik";"5043";"Raarvihke - Røyrvik";"uendret fra 2019 til 2020"
"5044";"Namsskogan";"5044";"Namsskogan";"uendret fra 2019 til 2020"
"5045";"Grong";"5045";"Grong";"uendret fra 2019 til 2020"
"5046";"Høylandet";"5046";"Høylandet";"uendret fra 2019 til 2020"
"5047";"Overhalla";"5047";"Overhalla";"uendret fra 2019 til 2020"
"5048";"Fosnes";"5007";"Namsos - Nåavmesjenjaelmie";"slått sammen fra 2019 til 2020"
"5049";"Flatanger";"5049";"Flatanger";"uendret fra 2019 til 2020"
"5050";"Vikna";"5060";"Nærøysund";"slått sammen fra 2019 til 2020"
"5051";"Nærøy";"5060";"Nærøysund";"slått sammen fra 2019 til 2020"
"5052";"Leka";"5052";"Leka";"uendret fra 2019 til 2020"
"5053";"Inderøy";"5053";"Inderøy";"uendret fra 2019 til 2020"
"5054";"Indre Fosen";"5054";"Indre Fosen";"uendret fra 2019 til 2020"
"5061";"Rindal";"5061";"Rindal";"uendret fra 2019 til 2020"
"9999";"Uoppgitt";"9999";"Uoppgitt";"uendret fra 2019 til 2020"
