"kommunenummer_2013";"kommunenavn_2013";"kommunenummer_2017";"kommunenavn_2017";"endringsmerknad_13_17";"kommunenummer_2018";"kommunenavn_2018";"endringsmerknad_17_18";"kommunenummer_2019";"kommunenavn_2019";"endringsmerknad_18_19";"kommunenummer_2020";"kommunenavn_2020";"endringsmerknad_19_20"
"1266";"Masfjorden";"1266";"Masfjorden";"uendret fra 2013 til 2017";"1266";"Masfjorden";"uendret fra 2017 til 2018";"1266";"Masfjorden";"uendret fra 2018 til 2019";"4634";"Masfjorden";"kun endret nummer fra 2019 til 2020"
"1401";"Flora";"1401";"Flora";"uendret fra 2013 til 2017";"1401";"Flora";"uendret fra 2017 til 2018";"1401";"Flora";"uendret fra 2018 til 2019";"4602";"Kinn";"slått sammen fra 2019 til 2020"
"1411";"Gulen";"1411";"Gulen";"uendret fra 2013 til 2017";"1411";"Gulen";"uendret fra 2017 til 2018";"1411";"Gulen";"uendret fra 2018 til 2019";"4635";"Gulen";"kun endret nummer fra 2019 til 2020"
"1412";"Solund";"1412";"Solund";"uendret fra 2013 til 2017";"1412";"Solund";"uendret fra 2017 til 2018";"1412";"Solund";"uendret fra 2018 til 2019";"4636";"Solund";"kun endret nummer fra 2019 til 2020"
"1413";"Hyllestad";"1413";"Hyllestad";"uendret fra 2013 til 2017";"1413";"Hyllestad";"uendret fra 2017 til 2018";"1413";"Hyllestad";"uendret fra 2018 til 2019";"4637";"Hyllestad";"kun endret nummer fra 2019 til 2020"
"1416";"Høyanger";"1416";"Høyanger";"uendret fra 2013 til 2017";"1416";"Høyanger";"uendret fra 2017 til 2018";"1416";"Høyanger";"uendret fra 2018 til 2019";"4638";"Høyanger";"kun endret nummer fra 2019 til 2020"
"1417";"Vik";"1417";"Vik";"uendret fra 2013 til 2017";"1417";"Vik";"uendret fra 2017 til 2018";"1417";"Vik";"uendret fra 2018 til 2019";"4639";"Vik";"kun endret nummer fra 2019 til 2020"
"1418";"Balestrand";"1418";"Balestrand";"uendret fra 2013 til 2017";"1418";"Balestrand";"uendret fra 2017 til 2018";"1418";"Balestrand";"uendret fra 2018 til 2019";"4640";"Sogndal";"slått sammen fra 2019 til 2020"
"1419";"Leikanger";"1419";"Leikanger";"uendret fra 2013 til 2017";"1419";"Leikanger";"uendret fra 2017 til 2018";"1419";"Leikanger";"uendret fra 2018 til 2019";"4640";"Sogndal";"slått sammen fra 2019 til 2020"
"1420";"Sogndal";"1420";"Sogndal";"uendret fra 2013 til 2017";"1420";"Sogndal";"uendret fra 2017 til 2018";"1420";"Sogndal";"uendret fra 2018 til 2019";"4640";"Sogndal";"slått sammen fra 2019 til 2020"
"1421";"Aurland";"1421";"Aurland";"uendret fra 2013 til 2017";"1421";"Aurland";"uendret fra 2017 til 2018";"1421";"Aurland";"uendret fra 2018 til 2019";"4641";"Aurland";"kun endret nummer fra 2019 til 2020"
"1422";"Lærdal";"1422";"Lærdal";"uendret fra 2013 til 2017";"1422";"Lærdal";"uendret fra 2017 til 2018";"1422";"Lærdal";"uendret fra 2018 til 2019";"4642";"Lærdal";"kun endret nummer fra 2019 til 2020"
"1424";"Årdal";"1424";"Årdal";"uendret fra 2013 til 2017";"1424";"Årdal";"uendret fra 2017 til 2018";"1424";"Årdal";"uendret fra 2018 til 2019";"4643";"Årdal";"kun endret nummer fra 2019 til 2020"
"1426";"Luster";"1426";"Luster";"uendret fra 2013 til 2017";"1426";"Luster";"uendret fra 2017 til 2018";"1426";"Luster";"uendret fra 2018 til 2019";"4644";"Luster";"kun endret nummer fra 2019 til 2020"
"1428";"Askvoll";"1428";"Askvoll";"uendret fra 2013 til 2017";"1428";"Askvoll";"uendret fra 2017 til 2018";"1428";"Askvoll";"uendret fra 2018 til 2019";"4645";"Askvoll";"kun endret nummer fra 2019 til 2020"
"1429";"Fjaler";"1429";"Fjaler";"uendret fra 2013 til 2017";"1429";"Fjaler";"uendret fra 2017 til 2018";"1429";"Fjaler";"uendret fra 2018 til 2019";"4646";"Fjaler";"kun endret nummer fra 2019 til 2020"
"1430";"Gaular";"1430";"Gaular";"uendret fra 2013 til 2017";"1430";"Gaular";"uendret fra 2017 til 2018";"1430";"Gaular";"uendret fra 2018 til 2019";"4647";"Sunnfjord";"slått sammen fra 2019 til 2020"
"1431";"Jølster";"1431";"Jølster";"uendret fra 2013 til 2017";"1431";"Jølster";"uendret fra 2017 til 2018";"1431";"Jølster";"uendret fra 2018 til 2019";"4647";"Sunnfjord";"slått sammen fra 2019 til 2020"
"1432";"Førde";"1432";"Førde";"uendret fra 2013 til 2017";"1432";"Førde";"uendret fra 2017 til 2018";"1432";"Førde";"uendret fra 2018 til 2019";"4647";"Sunnfjord";"slått sammen fra 2019 til 2020"
"1433";"Naustdal";"1433";"Naustdal";"uendret fra 2013 til 2017";"1433";"Naustdal";"uendret fra 2017 til 2018";"1433";"Naustdal";"uendret fra 2018 til 2019";"4647";"Sunnfjord";"slått sammen fra 2019 til 2020"
"1438";"Bremanger";"1438";"Bremanger";"uendret fra 2013 til 2017";"1438";"Bremanger";"uendret fra 2017 til 2018";"1438";"Bremanger";"uendret fra 2018 til 2019";"4648";"Bremanger";"kun endret nummer fra 2019 til 2020"
"1439";"Vågsøy";"1439";"Vågsøy";"uendret fra 2013 til 2017";"1439";"Vågsøy";"uendret fra 2017 til 2018";"1439";"Vågsøy";"uendret fra 2018 til 2019";"4602";"Kinn";"slått sammen fra 2019 til 2020"
"1441";"Selje";"1441";"Selje";"uendret fra 2013 til 2017";"1441";"Selje";"uendret fra 2017 til 2018";"1441";"Selje";"uendret fra 2018 til 2019";"4649";"Stad";"slått sammen fra 2019 til 2020"
"1443";"Eid";"1443";"Eid";"uendret fra 2013 til 2017";"1443";"Eid";"uendret fra 2017 til 2018";"1443";"Eid";"uendret fra 2018 til 2019";"4649";"Stad";"slått sammen fra 2019 til 2020"
"1444";"Hornindal";"1444";"Hornindal";"uendret fra 2013 til 2017";"1444";"Hornindal";"uendret fra 2017 til 2018";"1444";"Hornindal";"uendret fra 2018 til 2019";"1577";"Volda";"slått sammen fra 2019 til 2020"
"1445";"Gloppen";"1445";"Gloppen";"uendret fra 2013 til 2017";"1445";"Gloppen";"uendret fra 2017 til 2018";"1445";"Gloppen";"uendret fra 2018 til 2019";"4650";"Gloppen";"kun endret nummer fra 2019 til 2020"
"1449";"Stryn";"1449";"Stryn";"uendret fra 2013 til 2017";"1449";"Stryn";"uendret fra 2017 til 2018";"1449";"Stryn";"uendret fra 2018 til 2019";"4651";"Stryn";"kun endret nummer fra 2019 til 2020"
"1502";"Molde";"1502";"Molde";"uendret fra 2013 til 2017";"1502";"Molde";"uendret fra 2017 til 2018";"1502";"Molde";"uendret fra 2018 til 2019";"1506";"Molde";"slått sammen fra 2019 til 2020"
"1504";"Ålesund";"1504";"Ålesund";"uendret fra 2013 til 2017";"1504";"Ålesund";"uendret fra 2017 til 2018";"1504";"Ålesund";"uendret fra 2018 til 2019";"1507";"Ålesund";"slått sammen fra 2019 til 2020"
"1505";"Kristiansund";"1505";"Kristiansund";"uendret fra 2013 til 2017";"1505";"Kristiansund";"uendret fra 2017 til 2018";"1505";"Kristiansund";"uendret fra 2018 til 2019";"1505";"Kristiansund";"uendret fra 2019 til 2020"
"1511";"Vanylven";"1511";"Vanylven";"uendret fra 2013 til 2017";"1511";"Vanylven";"uendret fra 2017 til 2018";"1511";"Vanylven";"uendret fra 2018 til 2019";"1511";"Vanylven";"uendret fra 2019 til 2020"
"1514";"Sande";"1514";"Sande";"uendret fra 2013 til 2017";"1514";"Sande";"uendret fra 2017 til 2018";"1514";"Sande";"uendret fra 2018 til 2019";"1514";"Sande";"uendret fra 2019 til 2020"
"1515";"Herøy";"1515";"Herøy";"uendret fra 2013 til 2017";"1515";"Herøy";"uendret fra 2017 til 2018";"1515";"Herøy";"uendret fra 2018 til 2019";"1515";"Herøy (Møre og Romsdal)";"uendret fra 2019 til 2020"
"1516";"Ulstein";"1516";"Ulstein";"uendret fra 2013 til 2017";"1516";"Ulstein";"uendret fra 2017 til 2018";"1516";"Ulstein";"uendret fra 2018 til 2019";"1516";"Ulstein";"uendret fra 2019 til 2020"
"1517";"Hareid";"1517";"Hareid";"uendret fra 2013 til 2017";"1517";"Hareid";"uendret fra 2017 til 2018";"1517";"Hareid";"uendret fra 2018 til 2019";"1517";"Hareid";"uendret fra 2019 til 2020"
"1519";"Volda";"1519";"Volda";"uendret fra 2013 til 2017";"1519";"Volda";"uendret fra 2017 til 2018";"1519";"Volda";"uendret fra 2018 til 2019";"1577";"Volda";"slått sammen fra 2019 til 2020"
"1520";"Ørsta";"1520";"Ørsta";"uendret fra 2013 til 2017";"1520";"Ørsta";"uendret fra 2017 til 2018";"1520";"Ørsta";"uendret fra 2018 til 2019";"1520";"Ørsta";"uendret fra 2019 til 2020"
"1523";"Ørskog";"1523";"Ørskog";"uendret fra 2013 til 2017";"1523";"Ørskog";"uendret fra 2017 til 2018";"1523";"Ørskog";"uendret fra 2018 til 2019";"1507";"Ålesund";"slått sammen fra 2019 til 2020"
"1524";"Norddal";"1524";"Norddal";"uendret fra 2013 til 2017";"1524";"Norddal";"uendret fra 2017 til 2018";"1524";"Norddal";"uendret fra 2018 til 2019";"1578";"Fjord";"slått sammen fra 2019 til 2020"
"1525";"Stranda";"1525";"Stranda";"uendret fra 2013 til 2017";"1525";"Stranda";"uendret fra 2017 til 2018";"1525";"Stranda";"uendret fra 2018 til 2019";"1525";"Stranda";"uendret fra 2019 til 2020"
"1526";"Stordal";"1526";"Stordal";"uendret fra 2013 til 2017";"1526";"Stordal";"uendret fra 2017 til 2018";"1526";"Stordal";"uendret fra 2018 til 2019";"1578";"Fjord";"slått sammen fra 2019 til 2020"
"1528";"Sykkylven";"1528";"Sykkylven";"uendret fra 2013 til 2017";"1528";"Sykkylven";"uendret fra 2017 til 2018";"1528";"Sykkylven";"uendret fra 2018 til 2019";"1528";"Sykkylven";"uendret fra 2019 til 2020"
"1529";"Skodje";"1529";"Skodje";"uendret fra 2013 til 2017";"1529";"Skodje";"uendret fra 2017 til 2018";"1529";"Skodje";"uendret fra 2018 til 2019";"1507";"Ålesund";"slått sammen fra 2019 til 2020"
"1531";"Sula";"1531";"Sula";"uendret fra 2013 til 2017";"1531";"Sula";"uendret fra 2017 til 2018";"1531";"Sula";"uendret fra 2018 til 2019";"1531";"Sula";"uendret fra 2019 til 2020"
"1532";"Giske";"1532";"Giske";"uendret fra 2013 til 2017";"1532";"Giske";"uendret fra 2017 til 2018";"1532";"Giske";"uendret fra 2018 til 2019";"1532";"Giske";"uendret fra 2019 til 2020"
"1534";"Haram";"1534";"Haram";"uendret fra 2013 til 2017";"1534";"Haram";"uendret fra 2017 til 2018";"1534";"Haram";"uendret fra 2018 til 2019";"1507";"Ålesund";"slått sammen fra 2019 til 2020"
"1535";"Vestnes";"1535";"Vestnes";"uendret fra 2013 til 2017";"1535";"Vestnes";"uendret fra 2017 til 2018";"1535";"Vestnes";"uendret fra 2018 til 2019";"1535";"Vestnes";"uendret fra 2019 til 2020"
"1539";"Rauma";"1539";"Rauma";"uendret fra 2013 til 2017";"1539";"Rauma";"uendret fra 2017 til 2018";"1539";"Rauma";"uendret fra 2018 til 2019";"1539";"Rauma";"uendret fra 2019 til 2020"
"1543";"Nesset";"1543";"Nesset";"uendret fra 2013 til 2017";"1543";"Nesset";"uendret fra 2017 til 2018";"1543";"Nesset";"uendret fra 2018 til 2019";"1506";"Molde";"slått sammen fra 2019 til 2020"
"1545";"Midsund";"1545";"Midsund";"uendret fra 2013 til 2017";"1545";"Midsund";"uendret fra 2017 til 2018";"1545";"Midsund";"uendret fra 2018 til 2019";"1506";"Molde";"slått sammen fra 2019 til 2020"
"1546";"Sandøy";"1546";"Sandøy";"uendret fra 2013 til 2017";"1546";"Sandøy";"uendret fra 2017 til 2018";"1546";"Sandøy";"uendret fra 2018 til 2019";"1507";"Ålesund";"slått sammen fra 2019 til 2020"
"1547";"Aukra";"1547";"Aukra";"uendret fra 2013 til 2017";"1547";"Aukra";"uendret fra 2017 til 2018";"1547";"Aukra";"uendret fra 2018 til 2019";"1547";"Aukra";"uendret fra 2019 til 2020"
"1548";"Fræna";"1548";"Fræna";"uendret fra 2013 til 2017";"1548";"Fræna";"uendret fra 2017 til 2018";"1548";"Fræna";"uendret fra 2018 til 2019";"1579";"Hustadvika";"slått sammen fra 2019 til 2020"
"1551";"Eide";"1551";"Eide";"uendret fra 2013 til 2017";"1551";"Eide";"uendret fra 2017 til 2018";"1551";"Eide";"uendret fra 2018 til 2019";"1579";"Hustadvika";"slått sammen fra 2019 til 2020"
"1554";"Averøy";"1554";"Averøy";"uendret fra 2013 til 2017";"1554";"Averøy";"uendret fra 2017 til 2018";"1554";"Averøy";"uendret fra 2018 til 2019";"1554";"Averøy";"uendret fra 2019 til 2020"
"1557";"Gjemnes";"1557";"Gjemnes";"uendret fra 2013 til 2017";"1557";"Gjemnes";"uendret fra 2017 til 2018";"1557";"Gjemnes";"uendret fra 2018 til 2019";"1557";"Gjemnes";"uendret fra 2019 til 2020"
"1560";"Tingvoll";"1560";"Tingvoll";"uendret fra 2013 til 2017";"1560";"Tingvoll";"uendret fra 2017 til 2018";"1560";"Tingvoll";"uendret fra 2018 til 2019";"1560";"Tingvoll";"uendret fra 2019 til 2020"
"1563";"Sunndal";"1563";"Sunndal";"uendret fra 2013 til 2017";"1563";"Sunndal";"uendret fra 2017 til 2018";"1563";"Sunndal";"uendret fra 2018 til 2019";"1563";"Sunndal";"uendret fra 2019 til 2020"
"1566";"Surnadal";"1566";"Surnadal";"uendret fra 2013 til 2017";"1566";"Surnadal";"uendret fra 2017 til 2018";"1566";"Surnadal";"uendret fra 2018 til 2019";"1566";"Surnadal";"uendret fra 2019 til 2020"
"1567";"Rindal";"1567";"Rindal";"uendret fra 2013 til 2017";"1567";"Rindal";"uendret fra 2017 til 2018";"5061";"Rindal";"kun endret nummer fra 2018 til 2019";"5061";"Rindal";"uendret fra 2019 til 2020"
"1571";"Halsa";"1571";"Halsa";"uendret fra 2013 til 2017";"1571";"Halsa";"uendret fra 2017 til 2018";"1571";"Halsa";"uendret fra 2018 til 2019";"5055";"Heim";"slått sammen fra 2019 til 2020"
"1573";"Smøla";"1573";"Smøla";"uendret fra 2013 til 2017";"1573";"Smøla";"uendret fra 2017 til 2018";"1573";"Smøla";"uendret fra 2018 til 2019";"1573";"Smøla";"uendret fra 2019 til 2020"
"1576";"Aure";"1576";"Aure";"uendret fra 2013 til 2017";"1576";"Aure";"uendret fra 2017 til 2018";"1576";"Aure";"uendret fra 2018 til 2019";"1576";"Aure";"uendret fra 2019 til 2020"
"1601";"Trondheim";"1601";"Trondheim";"uendret fra 2013 til 2017";"5001";"Trondheim";"kun endret nummer fra 2017 til 2018";"5001";"Trondheim";"uendret fra 2018 til 2019";"5001";"Trondheim";"slått sammen fra 2019 til 2020"
"1612";"Hemne";"1612";"Hemne";"uendret fra 2013 til 2017";"5011";"Hemne";"kun endret nummer fra 2017 til 2018";"5011";"Hemne";"uendret fra 2018 til 2019";"5055";"Heim";"slått sammen fra 2019 til 2020"
"1613";"Snillfjord";"1613";"Snillfjord";"uendret fra 2013 til 2017";"5012";"Snillfjord";"kun endret nummer fra 2017 til 2018";"5012";"Snillfjord";"uendret fra 2018 til 2019";"5055";"Heim";"slått sammen fra 2019 til 2020 - splittet fra 2019 til 2020"
"1613";"Snillfjord";"1613";"Snillfjord";"uendret fra 2013 til 2017";"5012";"Snillfjord";"kun endret nummer fra 2017 til 2018";"5012";"Snillfjord";"uendret fra 2018 til 2019";"5056";"Hitra";"slått sammen fra 2019 til 2020 - splittet fra 2019 til 2020"
"1613";"Snillfjord";"1613";"Snillfjord";"uendret fra 2013 til 2017";"5012";"Snillfjord";"kun endret nummer fra 2017 til 2018";"5012";"Snillfjord";"uendret fra 2018 til 2019";"5059";"Orkland";"slått sammen fra 2019 til 2020 - splittet fra 2019 til 2020"
"1617";"Hitra";"1617";"Hitra";"uendret fra 2013 til 2017";"5013";"Hitra";"kun endret nummer fra 2017 til 2018";"5013";"Hitra";"uendret fra 2018 til 2019";"5056";"Hitra";"slått sammen fra 2019 til 2020"
"1620";"Frøya";"1620";"Frøya";"uendret fra 2013 til 2017";"5014";"Frøya";"kun endret nummer fra 2017 til 2018";"5014";"Frøya";"uendret fra 2018 til 2019";"5014";"Frøya";"uendret fra 2019 til 2020"
"1621";"Ørland";"1621";"Ørland";"uendret fra 2013 til 2017";"5015";"Ørland";"kun endret nummer fra 2017 til 2018";"5015";"Ørland";"uendret fra 2018 til 2019";"5057";"Ørland";"slått sammen fra 2019 til 2020"
"1622";"Agdenes";"1622";"Agdenes";"uendret fra 2013 til 2017";"5016";"Agdenes";"kun endret nummer fra 2017 til 2018";"5016";"Agdenes";"uendret fra 2018 til 2019";"5059";"Orkland";"slått sammen fra 2019 til 2020"
"1624";"Rissa";"1624";"Rissa";"uendret fra 2013 til 2017";"5054";"Indre Fosen";"slått sammen fra 2017 til 2018";"5054";"Indre Fosen";"uendret fra 2018 til 2019";"5054";"Indre Fosen";"uendret fra 2019 til 2020"
"1627";"Bjugn";"1627";"Bjugn";"uendret fra 2013 til 2017";"5017";"Bjugn";"kun endret nummer fra 2017 til 2018";"5017";"Bjugn";"uendret fra 2018 til 2019";"5057";"Ørland";"slått sammen fra 2019 til 2020"
"1630";"Åfjord";"1630";"Åfjord";"uendret fra 2013 til 2017";"5018";"Åfjord";"kun endret nummer fra 2017 til 2018";"5018";"Åfjord";"uendret fra 2018 til 2019";"5058";"Åfjord";"slått sammen fra 2019 til 2020"
"1632";"Roan";"1632";"Roan";"uendret fra 2013 til 2017";"5019";"Roan";"kun endret nummer fra 2017 til 2018";"5019";"Roan";"uendret fra 2018 til 2019";"5058";"Åfjord";"slått sammen fra 2019 til 2020"
"1633";"Osen";"1633";"Osen";"uendret fra 2013 til 2017";"5020";"Osen";"kun endret nummer fra 2017 til 2018";"5020";"Osen";"uendret fra 2018 til 2019";"5020";"Osen";"uendret fra 2019 til 2020"
"1634";"Oppdal";"1634";"Oppdal";"uendret fra 2013 til 2017";"5021";"Oppdal";"kun endret nummer fra 2017 til 2018";"5021";"Oppdal";"uendret fra 2018 til 2019";"5021";"Oppdal";"uendret fra 2019 til 2020"
"1635";"Rennebu";"1635";"Rennebu";"uendret fra 2013 til 2017";"5022";"Rennebu";"kun endret nummer fra 2017 til 2018";"5022";"Rennebu";"uendret fra 2018 til 2019";"5022";"Rennebu";"uendret fra 2019 til 2020"
"1636";"Meldal";"1636";"Meldal";"uendret fra 2013 til 2017";"5023";"Meldal";"kun endret nummer fra 2017 til 2018";"5023";"Meldal";"uendret fra 2018 til 2019";"5059";"Orkland";"slått sammen fra 2019 til 2020"
"1638";"Orkdal";"1638";"Orkdal";"uendret fra 2013 til 2017";"5024";"Orkdal";"kun endret nummer fra 2017 til 2018";"5024";"Orkdal";"uendret fra 2018 til 2019";"5059";"Orkland";"slått sammen fra 2019 til 2020"
"1640";"Røros";"1640";"Røros";"uendret fra 2013 til 2017";"5025";"Røros";"kun endret nummer fra 2017 til 2018";"5025";"Røros";"uendret fra 2018 til 2019";"5025";"Røros";"uendret fra 2019 til 2020"
"1644";"Holtålen";"1644";"Holtålen";"uendret fra 2013 til 2017";"5026";"Holtålen";"kun endret nummer fra 2017 til 2018";"5026";"Holtålen";"uendret fra 2018 til 2019";"5026";"Holtålen";"uendret fra 2019 til 2020"
"1648";"Midtre Gauldal";"1648";"Midtre Gauldal";"uendret fra 2013 til 2017";"5027";"Midtre Gauldal";"kun endret nummer fra 2017 til 2018";"5027";"Midtre Gauldal";"uendret fra 2018 til 2019";"5027";"Midtre Gauldal";"uendret fra 2019 til 2020"
"1653";"Melhus";"1653";"Melhus";"uendret fra 2013 til 2017";"5028";"Melhus";"kun endret nummer fra 2017 til 2018";"5028";"Melhus";"uendret fra 2018 til 2019";"5028";"Melhus";"uendret fra 2019 til 2020"
"1657";"Skaun";"1657";"Skaun";"uendret fra 2013 til 2017";"5029";"Skaun";"kun endret nummer fra 2017 til 2018";"5029";"Skaun";"uendret fra 2018 til 2019";"5029";"Skaun";"uendret fra 2019 til 2020"
"1662";"Klæbu";"1662";"Klæbu";"uendret fra 2013 til 2017";"5030";"Klæbu";"kun endret nummer fra 2017 til 2018";"5030";"Klæbu";"uendret fra 2018 til 2019";"5001";"Trondheim";"slått sammen fra 2019 til 2020"
"1663";"Malvik";"1663";"Malvik";"uendret fra 2013 til 2017";"5031";"Malvik";"kun endret nummer fra 2017 til 2018";"5031";"Malvik";"uendret fra 2018 til 2019";"5031";"Malvik";"uendret fra 2019 til 2020"
"1664";"Selbu";"1664";"Selbu";"uendret fra 2013 til 2017";"5032";"Selbu";"kun endret nummer fra 2017 til 2018";"5032";"Selbu";"uendret fra 2018 til 2019";"5032";"Selbu";"uendret fra 2019 til 2020"
"1665";"Tydal";"1665";"Tydal";"uendret fra 2013 til 2017";"5033";"Tydal";"kun endret nummer fra 2017 til 2018";"5033";"Tydal";"uendret fra 2018 til 2019";"5033";"Tydal";"uendret fra 2019 til 2020"
"1702";"Steinkjer";"1702";"Steinkjer";"uendret fra 2013 til 2017";"5004";"Steinkjer";"kun endret nummer fra 2017 til 2018";"5004";"Steinkjer";"uendret fra 2018 til 2019";"5006";"Steinkjer";"slått sammen fra 2019 til 2020"
"1703";"Namsos";"1703";"Namsos";"uendret fra 2013 til 2017";"5005";"Namsos";"kun endret nummer fra 2017 til 2018";"5005";"Namsos - Nåavmesjenjaelmie";"uendret fra 2018 til 2019";"5007";"Namsos - Nåavmesjenjaelmie";"slått sammen fra 2019 til 2020"
"1711";"Meråker";"1711";"Meråker";"uendret fra 2013 til 2017";"5034";"Meråker";"kun endret nummer fra 2017 til 2018";"5034";"Meråker";"uendret fra 2018 til 2019";"5034";"Meråker";"uendret fra 2019 til 2020"
"1714";"Stjørdal";"1714";"Stjørdal";"uendret fra 2013 til 2017";"5035";"Stjørdal";"kun endret nummer fra 2017 til 2018";"5035";"Stjørdal";"uendret fra 2018 til 2019";"5035";"Stjørdal";"uendret fra 2019 til 2020"
"1717";"Frosta";"1717";"Frosta";"uendret fra 2013 til 2017";"5036";"Frosta";"kun endret nummer fra 2017 til 2018";"5036";"Frosta";"uendret fra 2018 til 2019";"5036";"Frosta";"uendret fra 2019 til 2020"
"1718";"Leksvik";"1718";"Leksvik";"uendret fra 2013 til 2017";"5054";"Indre Fosen";"slått sammen fra 2017 til 2018";"5054";"Indre Fosen";"uendret fra 2018 til 2019";"5054";"Indre Fosen";"uendret fra 2019 til 2020"
"1719";"Levanger";"1719";"Levanger";"uendret fra 2013 til 2017";"5037";"Levanger";"kun endret nummer fra 2017 til 2018";"5037";"Levanger";"uendret fra 2018 til 2019";"5037";"Levanger";"uendret fra 2019 til 2020"
"1721";"Verdal";"1721";"Verdal";"uendret fra 2013 til 2017";"5038";"Verdal";"kun endret nummer fra 2017 til 2018";"5038";"Verdal";"uendret fra 2018 til 2019";"5038";"Verdal";"uendret fra 2019 til 2020"
"1724";"Verran";"1724";"Verran";"uendret fra 2013 til 2017";"5039";"Verran";"kun endret nummer fra 2017 til 2018";"5039";"Verran";"uendret fra 2018 til 2019";"5006";"Steinkjer";"slått sammen fra 2019 til 2020"
"1725";"Namdalseid";"1725";"Namdalseid";"uendret fra 2013 til 2017";"5040";"Namdalseid";"kun endret nummer fra 2017 til 2018";"5040";"Namdalseid";"uendret fra 2018 til 2019";"5007";"Namsos - Nåavmesjenjaelmie";"slått sammen fra 2019 til 2020"
"1736";"Snåase - Snåsa";"1736";"Snåase - Snåsa";"uendret fra 2013 til 2017";"5041";"Snåase - Snåsa";"kun endret nummer fra 2017 til 2018";"5041";"Snåase - Snåsa";"uendret fra 2018 til 2019";"5041";"Snåase - Snåsa";"uendret fra 2019 til 2020"
"1738";"Lierne";"1738";"Lierne";"uendret fra 2013 til 2017";"5042";"Lierne";"kun endret nummer fra 2017 til 2018";"5042";"Lierne";"uendret fra 2018 til 2019";"5042";"Lierne";"uendret fra 2019 til 2020"
"1739";"Raarvihke - Røyrvik";"1739";"Raarvihke - Røyrvik";"uendret fra 2013 til 2017";"5043";"Raarvihke - Røyrvik";"kun endret nummer fra 2017 til 2018";"5043";"Raarvihke - Røyrvik";"uendret fra 2018 til 2019";"5043";"Raarvihke - Røyrvik";"uendret fra 2019 til 2020"
"1740";"Namsskogan";"1740";"Namsskogan";"uendret fra 2013 til 2017";"5044";"Namsskogan";"kun endret nummer fra 2017 til 2018";"5044";"Namsskogan";"uendret fra 2018 til 2019";"5044";"Namsskogan";"uendret fra 2019 til 2020"
"1742";"Grong";"1742";"Grong";"uendret fra 2013 til 2017";"5045";"Grong";"kun endret nummer fra 2017 til 2018";"5045";"Grong";"uendret fra 2018 til 2019";"5045";"Grong";"uendret fra 2019 til 2020"
"1743";"Høylandet";"1743";"Høylandet";"uendret fra 2013 til 2017";"5046";"Høylandet";"kun endret nummer fra 2017 til 2018";"5046";"Høylandet";"uendret fra 2018 til 2019";"5046";"Høylandet";"uendret fra 2019 til 2020"
"1744";"Overhalla";"1744";"Overhalla";"uendret fra 2013 til 2017";"5047";"Overhalla";"kun endret nummer fra 2017 til 2018";"5047";"Overhalla";"uendret fra 2018 til 2019";"5047";"Overhalla";"uendret fra 2019 til 2020"
"1748";"Fosnes";"1748";"Fosnes";"uendret fra 2013 til 2017";"5048";"Fosnes";"kun endret nummer fra 2017 til 2018";"5048";"Fosnes";"uendret fra 2018 til 2019";"5007";"Namsos - Nåavmesjenjaelmie";"slått sammen fra 2019 til 2020"
"1749";"Flatanger";"1749";"Flatanger";"uendret fra 2013 til 2017";"5049";"Flatanger";"kun endret nummer fra 2017 til 2018";"5049";"Flatanger";"uendret fra 2018 til 2019";"5049";"Flatanger";"uendret fra 2019 til 2020"
"1750";"Vikna";"1750";"Vikna";"uendret fra 2013 til 2017";"5050";"Vikna";"kun endret nummer fra 2017 til 2018";"5050";"Vikna";"uendret fra 2018 til 2019";"5060";"Nærøysund";"slått sammen fra 2019 til 2020"
"1751";"Nærøy";"1751";"Nærøy";"uendret fra 2013 til 2017";"5051";"Nærøy";"kun endret nummer fra 2017 til 2018";"5051";"Nærøy";"uendret fra 2018 til 2019";"5060";"Nærøysund";"slått sammen fra 2019 til 2020"
"1755";"Leka";"1755";"Leka";"uendret fra 2013 til 2017";"5052";"Leka";"kun endret nummer fra 2017 til 2018";"5052";"Leka";"uendret fra 2018 til 2019";"5052";"Leka";"uendret fra 2019 til 2020"
"1756";"Inderøy";"1756";"Inderøy";"uendret fra 2013 til 2017";"5053";"Inderøy";"kun endret nummer fra 2017 til 2018";"5053";"Inderøy";"uendret fra 2018 til 2019";"5053";"Inderøy";"uendret fra 2019 til 2020"
"1804";"Bodø";"1804";"Bodø";"uendret fra 2013 til 2017";"1804";"Bodø";"uendret fra 2017 til 2018";"1804";"Bodø";"uendret fra 2018 til 2019";"1804";"Bodø";"uendret fra 2019 til 2020"
"1805";"Narvik";"1805";"Narvik";"uendret fra 2013 til 2017";"1805";"Narvik";"uendret fra 2017 til 2018";"1805";"Narvik";"uendret fra 2018 til 2019";"1806";"Narvik";"slått sammen fra 2019 til 2020"
"1811";"Bindal";"1811";"Bindal";"uendret fra 2013 til 2017";"1811";"Bindal";"uendret fra 2017 til 2018";"1811";"Bindal";"uendret fra 2018 til 2019";"1811";"Bindal";"uendret fra 2019 til 2020"
"1812";"Sømna";"1812";"Sømna";"uendret fra 2013 til 2017";"1812";"Sømna";"uendret fra 2017 til 2018";"1812";"Sømna";"uendret fra 2018 til 2019";"1812";"Sømna";"uendret fra 2019 til 2020"
